date,avg(count)
2020-03-31T02,0.95
2020-03-31T03,0.575
2020-03-31T04,0.825
2020-03-31T05,3.025
2020-03-31T06,4.875
2020-03-31T07,16
2020-03-31T08,27.5
2020-03-31T09,19.75
2020-03-31T10,11.975
2020-03-31T11,5.075
2020-03-31T12,5.95
2020-03-31T13,8.2
2020-03-31T14,5.85
2020-03-31T15,6.425
2020-03-31T16,6.9
2020-03-31T17,12.2
2020-03-31T18,9.1
2020-03-31T19,7.15
2020-03-31T20,15.225
2020-03-31T21,13.8
2020-03-31T22,6.4
2020-03-31T23,3.6
2020-04-01T00,2.175
2020-04-01T01,1.125
2020-04-01T02,0.725
2020-04-01T03,0.425
2020-04-01T04,1.15
2020-04-01T05,2.9
2020-04-01T06,5.175
2020-04-01T07,15.625
2020-04-01T08,27.1
2020-04-01T09,19.475
2020-04-01T10,13.65
2020-04-01T11,5.475
2020-04-01T12,8.075
2020-04-01T13,5.075
2020-04-01T14,5.3
2020-04-01T15,6.1
2020-04-01T16,6.475
2020-04-01T17,9.975
2020-04-01T18,9.875
2020-04-01T19,8.35
2020-04-01T20,17.925
2020-04-01T21,13.2
2020-04-01T22,5.6
2020-04-01T23,4.425
2020-04-02T00,2.45
2020-04-02T01,0.825
2020-04-02T02,0.65
2020-04-02T03,0.775
2020-04-02T04,0.85
2020-04-02T05,2.4
2020-04-02T06,4.825
2020-04-02T07,13.725
2020-04-02T08,31.1
2020-04-02T09,22.5
2020-04-02T10,9.95
2020-04-02T11,5.075
2020-04-02T12,8.025
2020-04-02T13,8
2020-04-02T14,6.525
2020-04-02T15,5.575
2020-04-02T16,6.7
2020-04-02T17,9.775
2020-04-02T18,10.225
2020-04-02T19,10.5
2020-04-02T20,15.075
2020-04-02T21,9.675
2020-04-02T22,7.825
2020-04-02T23,3.275
2020-04-03T00,2.625
2020-04-03T01,1.5
2020-04-03T02,1.025
2020-04-03T03,0.65
2020-04-03T04,0.75
2020-04-03T05,3.05
2020-04-03T06,5.025
2020-04-03T07,13.875
2020-04-03T08,29.225
2020-04-03T09,19.025
2020-04-03T10,11.4
2020-04-03T11,4.35
2020-04-03T12,6.45
2020-04-03T13,8
2020-04-03T14,7.425
2020-04-03T15,6.3
2020-04-03T16,6.325
2020-04-03T17,12.2
2020-04-03T18,7.325
2020-04-03T19,8.65
2020-04-03T20,17.3
2020-04-03T21,12.1
2020-04-03T22,6.8
2020-04-03T23,3.4
2020-04-04T00,2.775
2020-04-04T01,1.6
2020-04-04T02,0.725
2020-04-04T03,0.6
2020-04-04T04,0.95
2020-04-04T05,2.175
2020-04-04T06,4.5
2020-04-04T07,4.575
2020-04-04T08,7.925
2020-04-04T09,6.575
2020-04-04T10,5.75
2020-04-04T11,5.35
2020-04-04T12,4.625
2020-04-04T13,5.7
2020-04-04T14,5.35
2020-04-04T15,5.725
2020-04-04T16,7.675
2020-04-04T17,6.75
2020-04-04T18,8.475
2020-04-04T19,7.625
2020-04-04T20,8.8
2020-04-04T21,6.525
2020-04-04T22,5.325
2020-04-04T23,4.5
2020-04-05T00,2.975
2020-04-05T01,1.825
2020-04-05T02,0.975
2020-04-05T03,0.525
2020-04-05T04,0.825
2020-04-05T05,1.325
2020-04-05T06,2.95
2020-04-05T07,4.325
2020-04-05T08,5.9
2020-04-05T09,5.2
2020-04-05T10,6.425
2020-04-05T11,5.55
2020-04-05T12,6.05
2020-04-05T13,5.325
2020-04-05T14,4.05
2020-04-05T15,5.475
2020-04-05T16,7
2020-04-05T17,5.575
2020-04-05T18,6.525
2020-04-05T19,7.45
2020-04-05T20,5.725
2020-04-05T21,7.85
2020-04-05T22,5.6
2020-04-05T23,3.975
2020-04-06T00,2.575
2020-04-06T01,1.4
2020-04-06T02,0.775
2020-04-06T03,0.65
2020-04-06T04,1
2020-04-06T05,2.625
2020-04-06T06,6.15
2020-04-06T07,15.75
2020-04-06T08,28.4
2020-04-06T09,19.425
2020-04-06T10,11.875
2020-04-06T11,5.4
2020-04-06T12,6.275
2020-04-06T13,5.6
2020-04-06T14,9.95
2020-04-06T15,4.925
2020-04-06T16,6.475
2020-04-06T17,15.725
2020-04-06T18,7.95
2020-04-06T19,6.825
2020-04-06T20,16.375
2020-04-06T21,10.85
2020-04-06T22,5.825
2020-04-06T23,4.55
2020-04-07T00,2.5
2020-04-07T01,1.125
2020-04-07T02,0.85
2020-04-07T03,0.875
2020-04-07T04,1.05
2020-04-07T05,3.025
2020-04-07T06,5.85
2020-04-07T07,13.925
2020-04-07T08,34.375
2020-04-07T09,21.1
2020-04-07T10,13.4
2020-04-07T11,6.1
2020-04-07T12,7.3
2020-04-07T13,7.225
2020-04-07T14,11.125
2020-04-07T15,8.2
2020-04-07T16,9.6
2020-04-07T17,11.4
2020-04-07T18,11.925
2020-04-07T19,10.325
2020-04-07T20,22.525
2020-04-07T21,11.85
2020-04-07T22,8.45
2020-04-07T23,3.825
2020-04-08T00,2.5
2020-04-08T01,1.675
2020-04-08T02,1.025
2020-04-08T03,0.7
2020-04-08T04,1.125
2020-04-08T05,3.15
2020-04-08T06,5.825
2020-04-08T07,17.075
2020-04-08T08,35.775
2020-04-08T09,23.55
2020-04-08T10,17.15
2020-04-08T11,5.45
2020-04-08T12,7.425
2020-04-08T13,7.125
2020-04-08T14,8
2020-04-08T15,7.55
2020-04-08T16,7.75
2020-04-08T17,12.775
2020-04-08T18,12.8
2020-04-08T19,8.3
2020-04-08T20,21.45
2020-04-08T21,17.925
2020-04-08T22,7.25
2020-04-08T23,5.225
2020-04-09T00,2.325
2020-04-09T01,1.55
2020-04-09T02,1.325
2020-04-09T03,0.725
2020-04-09T04,0.975
2020-04-09T05,2.9
2020-04-09T06,6.35
2020-04-09T07,15.6
2020-04-09T08,36.475
2020-04-09T09,23.1
2020-04-09T10,18.6
2020-04-09T11,5.225
2020-04-09T12,5.475
2020-04-09T13,7.625
2020-04-09T14,7.6
2020-04-09T15,7.125
2020-04-09T16,7.775
2020-04-09T17,10.775
2020-04-09T18,10.95
2020-04-09T19,7.775
2020-04-09T20,23.45
2020-04-09T21,17.725
2020-04-09T22,7.075
2020-04-09T23,4.05
2020-04-10T00,2.875
2020-04-10T01,1.475
2020-04-10T02,1.075
2020-04-10T03,1.15
2020-04-10T04,1
2020-04-10T05,2.55
2020-04-10T06,6.9
2020-04-10T07,16.475
2020-04-10T08,33.7
2020-04-10T09,19.375
2020-04-10T10,19.775
2020-04-10T11,5.15
2020-04-10T12,7.075
2020-04-10T13,7.05
2020-04-10T14,6
2020-04-10T15,7.175
2020-04-10T16,7.825
2020-04-10T17,12.7
2020-04-10T18,7.625
2020-04-10T19,8.5
2020-04-10T20,17.625
2020-04-10T21,19.65
2020-04-10T22,9.975
2020-04-10T23,6.575
2020-04-11T00,2.95
2020-04-11T01,1.55
2020-04-11T02,1.7
2020-04-11T03,0.975
2020-04-11T04,0.95
2020-04-11T05,2.125
2020-04-11T06,4.5
2020-04-11T07,4.725
2020-04-11T08,7.975
2020-04-11T09,7.175
2020-04-11T10,8
2020-04-11T11,5.825
2020-04-11T12,8.175
2020-04-11T13,7.45
2020-04-11T14,7.625
2020-04-11T15,8.225
2020-04-11T16,7.075
2020-04-11T17,5.95
2020-04-11T18,6.525
2020-04-11T19,10.325
2020-04-11T20,10.775
2020-04-11T21,10.425
2020-04-11T22,7.45
2020-04-11T23,4.65
2020-04-12T00,3.05
2020-04-12T01,2
2020-04-12T02,1.2
2020-04-12T03,0.775
2020-04-12T04,0.7
2020-04-12T05,1.55
2020-04-12T06,3.75
2020-04-12T07,4.975
2020-04-12T08,5.8
2020-04-12T09,6.475
2020-04-12T10,6.75
2020-04-12T11,4.625
2020-04-12T12,7
2020-04-12T13,5.675
2020-04-12T14,6.2
2020-04-12T15,6.3
2020-04-12T16,3.65
2020-04-12T17,5.625
2020-04-12T18,6.575
2020-04-12T19,11.65
2020-04-12T20,9.525
2020-04-12T21,10.7
2020-04-12T22,6.7
2020-04-12T23,3.975
2020-04-13T00,2.6
2020-04-13T01,2.575
2020-04-13T02,1.175
2020-04-13T03,0.625
2020-04-13T04,0.5
2020-04-13T05,1.55
2020-04-13T06,4.6
2020-04-13T07,4.6
2020-04-13T08,8.975
2020-04-13T09,5.375
2020-04-13T10,7.95
2020-04-13T11,4.475
2020-04-13T12,4.75
2020-04-13T13,5.3
2020-04-13T14,4.6
2020-04-13T15,4.6
2020-04-13T16,5.225
2020-04-13T17,5.675
2020-04-13T18,6.625
2020-04-13T19,8.125
2020-04-13T20,13.55
2020-04-13T21,6.925
2020-04-13T22,5.975
2020-04-13T23,4.65
2020-04-14T00,2.5
2020-04-14T01,1.6
2020-04-14T02,1
2020-04-14T03,0.85
2020-04-14T04,0.875
2020-04-14T05,2.225
2020-04-14T06,7.675
2020-04-14T07,17.925
2020-04-14T08,35.6
2020-04-14T09,21.725
2020-04-14T10,19.825
2020-04-14T11,6.775
2020-04-14T12,8.725
2020-04-14T13,6.35
2020-04-14T14,7.45
2020-04-14T15,6.725
2020-04-14T16,7.475
2020-04-14T17,12.275
2020-04-14T18,12.7
2020-04-14T19,9.1
2020-04-14T20,24.275
2020-04-14T21,16.975
2020-04-14T22,8.775
2020-04-14T23,3.9
2020-04-15T00,2.475
2020-04-15T01,1.575
2020-04-15T02,1.075
2020-04-15T03,0.625
2020-04-15T04,0.975
2020-04-15T05,2.875
2020-04-15T06,6.475
2020-04-15T07,16.95
2020-04-15T08,36.475
2020-04-15T09,20.725
2020-04-15T10,20.225
2020-04-15T11,4.55
2020-04-15T12,8.2
2020-04-15T13,9.1
2020-04-15T14,7.125
2020-04-15T15,6.625
2020-04-15T16,8.3
2020-04-15T17,13.9
2020-04-15T18,11.65
2020-04-15T19,8.625
2020-04-15T20,22.775
2020-04-15T21,17.925
2020-04-15T22,10.875
2020-04-15T23,4.15
2020-04-16T00,3.1
2020-04-16T01,1.525
2020-04-16T02,1.125
2020-04-16T03,0.75
2020-04-16T04,1.1
2020-04-16T05,2.325
2020-04-16T06,7.05
2020-04-16T07,18.025
2020-04-16T08,36.425
2020-04-16T09,20.35
2020-04-16T10,21.4
2020-04-16T11,6.9
2020-04-16T12,7.75
2020-04-16T13,8.175
2020-04-16T14,6.75
2020-04-16T15,6.8
2020-04-16T16,8.75
2020-04-16T17,14.525
2020-04-16T18,11.225
2020-04-16T19,10.85
2020-04-16T20,23.15
2020-04-16T21,20.425
2020-04-16T22,10.275
2020-04-16T23,5.05
2020-04-17T00,3.6
2020-04-17T01,1.725
2020-04-17T02,1.15
2020-04-17T03,0.675
2020-04-17T04,1.075
2020-04-17T05,2.9
2020-04-17T06,7.15
2020-04-17T07,17.875
2020-04-17T08,37.625
2020-04-17T09,18.925
2020-04-17T10,22.325
2020-04-17T11,6
2020-04-17T12,8.625
2020-04-17T13,8.025
2020-04-17T14,7.6
2020-04-17T15,8.05
2020-04-17T16,10.225
2020-04-17T17,12.45
2020-04-17T18,11.275
2020-04-17T19,10.075
2020-04-17T20,23.75
2020-04-17T21,19.85
2020-04-17T22,7.925
2020-04-17T23,6.275
2020-04-18T00,3.575
2020-04-18T01,1.775
2020-04-18T02,1.675
2020-04-18T03,0.775
2020-04-18T04,0.75
2020-04-18T05,1.825
2020-04-18T06,4.875
2020-04-18T07,5.15
2020-04-18T08,9.7
2020-04-18T09,6.9
2020-04-18T10,8.025
2020-04-18T11,5.5
2020-04-18T12,6.15
2020-04-18T13,6.7
2020-04-18T14,6.025
2020-04-18T15,5.85
2020-04-18T16,4.5
2020-04-18T17,7.125
2020-04-18T18,7.85
2020-04-18T19,8.975
2020-04-18T20,10.175
2020-04-18T21,11.825
2020-04-18T22,6.975
2020-04-18T23,4.5
2020-04-19T00,2.975
2020-04-19T01,2.575
2020-04-19T02,1.3
2020-04-19T03,1.075
2020-04-19T04,1.025
2020-04-19T05,1.6
2020-04-19T06,3.575
2020-04-19T07,4.675
2020-04-19T08,6.825
2020-04-19T09,6.85
2020-04-19T10,8.175
2020-04-19T11,5.45
2020-04-19T12,5.825
2020-04-19T13,5.825
2020-04-19T14,4.325
2020-04-19T15,6.275
2020-04-19T16,7.75
2020-04-19T17,7.025
2020-04-19T18,7.2
2020-04-19T19,10.175
2020-04-19T20,13.35
2020-04-19T21,9.55
2020-04-19T22,7.175
2020-04-19T23,4.9
2020-04-20T00,3.05
2020-04-20T01,1.8
2020-04-20T02,1.15
2020-04-20T03,0.75
2020-04-20T04,1.325
2020-04-20T05,2.5
2020-04-20T06,7.5
2020-04-20T07,20.7
2020-04-20T08,42.975
2020-04-20T09,27.95
2020-04-20T10,21.875
2020-04-20T11,5.775
2020-04-20T12,10.45
2020-04-20T13,9.95
2020-04-20T14,9.1
2020-04-20T15,8.1
2020-04-20T16,7.95
2020-04-20T17,16.225
2020-04-20T18,11.825
2020-04-20T19,9.175
2020-04-20T20,27.725
2020-04-20T21,21.925
2020-04-20T22,9.4
2020-04-20T23,5.825
2020-04-21T00,2.95
2020-04-21T01,1.95
2020-04-21T02,0.975
2020-04-21T03,1.05
2020-04-21T04,1.15
2020-04-21T05,3.1
2020-04-21T06,7.55
2020-04-21T07,21.925
2020-04-21T08,41.875
2020-04-21T09,25.475
2020-04-21T10,21.3
2020-04-21T11,6.875
2020-04-21T12,10.5
2020-04-21T13,8.125
2020-04-21T14,8.625
2020-04-21T15,6.225
2020-04-21T16,9.7
2020-04-21T17,16.375
2020-04-21T18,12.825
2020-04-21T19,11.225
2020-04-21T20,29.825
2020-04-21T21,20.8
2020-04-21T22,11
2020-04-21T23,7.1
2020-04-22T00,3
2020-04-22T01,2.1
2020-04-22T02,1.475
2020-04-22T03,0.9
2020-04-22T04,1.05
2020-04-22T05,2.925
2020-04-22T06,7.6
2020-04-22T07,22.35
2020-04-22T08,42.225
2020-04-22T09,24.975
2020-04-22T10,21.475
2020-04-22T11,6.9
2020-04-22T12,9.75
2020-04-22T13,9.3
2020-04-22T14,7.925
2020-04-22T15,7.525
2020-04-22T16,12.075
2020-04-22T17,17.05
2020-04-22T18,14.025
2020-04-22T19,13.125
2020-04-22T20,25.625
2020-04-22T21,26.175
2020-04-22T22,11.2
2020-04-22T23,7.075
2020-04-23T00,2.7
2020-04-23T01,2.35
2020-04-23T02,1.2
2020-04-23T03,0.7
2020-04-23T04,1.275
2020-04-23T05,2.675
2020-04-23T06,7.65
2020-04-23T07,22.925
2020-04-23T08,44.15
2020-04-23T09,26.875
2020-04-23T10,22.325
2020-04-23T11,5.7
2020-04-23T12,9.625
2020-04-23T13,7.55
2020-04-23T14,8.075
2020-04-23T15,6.15
2020-04-23T16,10.8
2020-04-23T17,18.55
2020-04-23T18,12.675
2020-04-23T19,12.125
2020-04-23T20,31.425
2020-04-23T21,24.125
2020-04-23T22,12.6
2020-04-23T23,6.875
2020-04-24T00,3.725
2020-04-24T01,2.225
2020-04-24T02,1.425
2020-04-24T03,1
2020-04-24T04,0.925
2020-04-24T05,2.975
2020-04-24T06,7.125
2020-04-24T07,22.75
2020-04-24T08,39.1
2020-04-24T09,18.925
2020-04-24T10,25.725
2020-04-24T11,6.85
2020-04-24T12,10.2
2020-04-24T13,7
2020-04-24T14,6.825
2020-04-24T15,7.85
2020-04-24T16,8.35
2020-04-24T17,13.75
2020-04-24T18,12.6
2020-04-24T19,9.9
2020-04-24T20,27.35
2020-04-24T21,20.55
2020-04-24T22,9.375
2020-04-24T23,6.75
2020-04-25T00,4.225
2020-04-25T01,2.7
2020-04-25T02,1.55
2020-04-25T03,1.425
2020-04-25T04,1.125
2020-04-25T05,2.225
2020-04-25T06,4.375
2020-04-25T07,5.65
2020-04-25T08,10.6
2020-04-25T09,8.15
2020-04-25T10,7.925
2020-04-25T11,7.875
2020-04-25T12,9.2
2020-04-25T13,6.425
2020-04-25T14,5.525
2020-04-25T15,7.5
2020-04-25T16,8.5
2020-04-25T17,7.15
2020-04-25T18,6.775
2020-04-25T19,10.475
2020-04-25T20,16.325
2020-04-25T21,17.4
2020-04-25T22,5.775
2020-04-25T23,6.75
2020-04-26T00,3.325
2020-04-26T01,1.775
2020-04-26T02,2.025
2020-04-26T03,0.925
2020-04-26T04,0.925
2020-04-26T05,1.775
2020-04-26T06,3.925
2020-04-26T07,5.825
2020-04-26T08,7.925
2020-04-26T09,8.25
2020-04-26T10,5.45
2020-04-26T11,6.975
2020-04-26T12,6.875
2020-04-26T13,6.2
2020-04-26T14,6.425
2020-04-26T15,7.55
2020-04-26T16,10.55
2020-04-26T17,10.525
2020-04-26T18,8.15
2020-04-26T19,10.875
2020-04-26T20,17.775
2020-04-26T21,16.075
2020-04-26T22,5.325
2020-04-26T23,7.175
2020-04-27T00,3.125
2020-04-27T01,2.925
2020-04-27T02,1.425
2020-04-27T03,1.075
2020-04-27T04,1.1
2020-04-27T05,3.325
2020-04-27T06,8.4
2020-04-27T07,22.725
2020-04-27T08,45.6
2020-04-27T09,25.85
2020-04-27T10,23.2
2020-04-27T11,5.55
2020-04-27T12,9.325
2020-04-27T13,7.875
2020-04-27T14,8.475
2020-04-27T15,8.375
2020-04-27T16,7.8
2020-04-27T17,20.725
2020-04-27T18,16.025
2020-04-27T19,11.6
2020-04-27T20,36.025
2020-04-27T21,20.525
2020-04-27T22,6.75
2020-04-27T23,4.925
2020-04-28T00,3.175
2020-04-28T01,1.875
2020-04-28T02,1.45
2020-04-28T03,0.9
2020-04-28T04,1.175
2020-04-28T05,3.225
2020-04-28T06,8.875
2020-04-28T07,23.475
2020-04-28T08,39.975
2020-04-28T09,22.925
2020-04-28T10,24.9
2020-04-28T11,7.1
2020-04-28T12,8.3
2020-04-28T13,9.175
2020-04-28T14,6.6
2020-04-28T15,7.85
2020-04-28T16,9.8
2020-04-28T17,15.925
2020-04-28T18,12.85
2020-04-28T19,12.375
2020-04-28T20,31.7
2020-04-28T21,19.75
2020-04-28T22,7.725
2020-04-28T23,6.475
2020-04-29T00,3.425
2020-04-29T01,2.125
2020-04-29T02,1.45
2020-04-29T03,1
2020-04-29T04,1.2
2020-04-29T05,2.8
2020-04-29T06,8.15
2020-04-29T07,23.15
2020-04-29T08,36.65
2020-04-29T09,20.25
2020-04-29T10,19.95
2020-04-29T11,7
2020-04-29T12,10.275
2020-04-29T13,9.175
2020-04-29T14,11.425
2020-04-29T15,10.225
2020-04-29T16,10.025
2020-04-29T17,11.75
2020-04-29T18,10.75
2020-04-29T19,8.3
2020-04-29T20,16.7
2020-04-29T21,11.725
2020-04-29T22,5.225
2020-04-29T23,4.325
2020-04-30T00,2.9
2020-04-30T01,2.325
2020-04-30T02,1.25
2020-04-30T03,1.025
2020-04-30T04,1.25
2020-04-30T05,2.875
2020-04-30T06,5.875
2020-04-30T07,22.225
2020-04-30T08,35.775
2020-04-30T09,20.325
2020-04-30T10,18.975
2020-04-30T11,6.65
2020-04-30T12,10.55
2020-04-30T13,6.25
2020-04-30T14,7.85
2020-04-30T15,13.125
2020-04-30T16,15.475
2020-04-30T17,12.725
2020-04-30T18,9.75
2020-04-30T19,9.85
2020-04-30T20,12.4
2020-04-30T21,18.65
2020-04-30T22,5.475
2020-04-30T23,7.25
2020-05-01T00,3.2
2020-05-01T01,2.225
2020-05-01T02,1.85
2020-05-01T03,1.05
2020-05-01T04,0.9
2020-05-01T05,1.125
2020-05-01T06,3.15
2020-05-01T07,4.4
2020-05-01T08,8.375
2020-05-01T09,8.45
2020-05-01T10,9.1
2020-05-01T11,6.125
2020-05-01T12,8.075
2020-05-01T13,5.775
2020-05-01T14,5.9
2020-05-01T15,5.125
2020-05-01T16,10.975
2020-05-01T17,11.35
2020-05-01T18,9.05
2020-05-01T19,11.075
2020-05-01T20,16.65
2020-05-01T21,21.125
2020-05-01T22,5.75
2020-05-01T23,5.925
2020-05-02T00,4.175
2020-05-02T01,2.775
2020-05-02T02,1.925
2020-05-02T03,1.4
2020-05-02T04,1.525
2020-05-02T05,2.175
2020-05-02T06,4.25
2020-05-02T07,5.9
2020-05-02T08,11.125
2020-05-02T09,9.2
2020-05-02T10,7.1
2020-05-02T11,8.6
2020-05-02T12,10.275
2020-05-02T13,7.85
2020-05-02T14,7.425
2020-05-02T15,7.35
2020-05-02T16,12.95
2020-05-02T17,10.125
2020-05-02T18,11.275
2020-05-02T19,12.1
2020-05-02T20,24.225
2020-05-02T21,18.5
2020-05-02T22,8.15
2020-05-02T23,5.5
2020-05-03T00,4.125
2020-05-03T01,3.125
2020-05-03T02,1.475
2020-05-03T03,0.925
2020-05-03T04,1
2020-05-03T05,1.575
2020-05-03T06,3.075
2020-05-03T07,4.25
2020-05-03T08,8.65
2020-05-03T09,6.4
2020-05-03T10,5.625
2020-05-03T11,3.95
2020-05-03T12,6.4
2020-05-03T13,6.45
2020-05-03T14,5.45
2020-05-03T15,8.875
2020-05-03T16,14.125
2020-05-03T17,12
2020-05-03T18,10.3
2020-05-03T19,9.125
2020-05-03T20,15.725
2020-05-03T21,12.15
2020-05-03T22,6.3
2020-05-03T23,7.975
2020-05-04T00,3.35
2020-05-04T01,2.3
2020-05-04T02,1.75
2020-05-04T03,1.775
2020-05-04T04,1.675
2020-05-04T05,3.725
2020-05-04T06,8.75
2020-05-04T07,25.8
2020-05-04T08,49.375
2020-05-04T09,25.725
2020-05-04T10,30.275
2020-05-04T11,8.05
2020-05-04T12,12.375
2020-05-04T13,11.225
2020-05-04T14,8.125
2020-05-04T15,7.55
2020-05-04T16,12.025
2020-05-04T17,24.125
2020-05-04T18,14.625
2020-05-04T19,11.825
2020-05-04T20,35.95
2020-05-04T21,27.3
2020-05-04T22,10.975
2020-05-04T23,6.425
2020-05-05T00,4.15
2020-05-05T01,2.375
2020-05-05T02,1.575
2020-05-05T03,1.3
2020-05-05T04,1.5
2020-05-05T05,3.225
2020-05-05T06,8.3
2020-05-05T07,23.55
2020-05-05T08,33.425
2020-05-05T09,19.775
2020-05-05T10,20.125
2020-05-05T11,7.275
2020-05-05T12,7
2020-05-05T13,6.6
2020-05-05T14,9.575
2020-05-05T15,8.5
2020-05-05T16,11.95
2020-05-05T17,21.325
2020-05-05T18,14.35
2020-05-05T19,9.65
2020-05-05T20,30.2
2020-05-05T21,26.625
2020-05-05T22,9.175
2020-05-05T23,6.15
2020-05-06T00,4.525
2020-05-06T01,2.55
2020-05-06T02,1.8
2020-05-06T03,1.4
2020-05-06T04,1.175
2020-05-06T05,3.75
2020-05-06T06,8.625
2020-05-06T07,31.85
2020-05-06T08,54.625
2020-05-06T09,29.25
2020-05-06T10,27.35
2020-05-06T11,8.85
2020-05-06T12,9.125
2020-05-06T13,13.375
2020-05-06T14,7.225
2020-05-06T15,11.65
2020-05-06T16,17.125
2020-05-06T17,17.5
2020-05-06T18,19.625
2020-05-06T19,11.675
2020-05-06T20,41.35
2020-05-06T21,34.5
2020-05-06T22,12.55
2020-05-06T23,9.65
2020-05-07T00,6.075
2020-05-07T01,1.875
2020-05-07T02,1.85
2020-05-07T03,1.65
2020-05-07T04,1.2
2020-05-07T05,4.275
2020-05-07T06,11.475
2020-05-07T07,30.5
2020-05-07T08,58.975
2020-05-07T09,32.5
2020-05-07T10,29.05
2020-05-07T11,9.5
2020-05-07T12,10.05
2020-05-07T13,10.625
2020-05-07T14,8.675
2020-05-07T15,8.525
2020-05-07T16,13.125
2020-05-07T17,24.3
2020-05-07T18,17.975
2020-05-07T19,16.6
2020-05-07T20,44.225
2020-05-07T21,33.15
2020-05-07T22,13.05
2020-05-07T23,8.65
2020-05-08T00,5.5
2020-05-08T01,3.35
2020-05-08T02,3
2020-05-08T03,2.225
2020-05-08T04,1.7
2020-05-08T05,1.7
2020-05-08T06,4.85
2020-05-08T07,6.975
2020-05-08T08,15.625
2020-05-08T09,8.875
2020-05-08T10,7.8
2020-05-08T11,9.775
2020-05-08T12,10.7
2020-05-08T13,7.575
2020-05-08T14,9.275
2020-05-08T15,11.875
2020-05-08T16,13.825
2020-05-08T17,8.025
2020-05-08T18,8.125
2020-05-08T19,12.375
2020-05-08T20,23.95
2020-05-08T21,25.5
2020-05-08T22,10.575
2020-05-08T23,9.25
2020-05-09T00,3.875
2020-05-09T01,3.9
2020-05-09T02,2.15
2020-05-09T03,2.5
2020-05-09T04,1.475
2020-05-09T05,2.9
2020-05-09T06,3.9
2020-05-09T07,6.375
2020-05-09T08,9.725
2020-05-09T09,7.15
2020-05-09T10,7
2020-05-09T11,12.875
2020-05-09T12,11.475
2020-05-09T13,9.05
2020-05-09T14,7.85
2020-05-09T15,15.25
2020-05-09T16,10.2
2020-05-09T17,24.9
2020-05-09T18,12.525
2020-05-09T19,13.4
2020-05-09T20,13.9
2020-05-09T21,24.725
2020-05-09T22,8.075
2020-05-09T23,6.45
2020-05-10T00,1.9
2020-05-10T01,2.45
2020-05-10T02,1.875
2020-05-10T03,2.025
2020-05-10T04,1.2
2020-05-10T05,1.35
2020-05-10T06,3.55
2020-05-10T07,4.9
2020-05-10T08,4.95
2020-05-10T09,6.075
2020-05-10T10,8.225
2020-05-10T11,11.475
2020-05-10T12,9.275
2020-05-10T13,8.175
2020-05-10T14,7.5
2020-05-10T15,11.475
2020-05-10T16,14.775
2020-05-10T17,10.025
2020-05-10T18,8.95
2020-05-10T19,10.85
2020-05-10T20,38.525
2020-05-10T21,13.425
2020-05-10T22,5.675
2020-05-10T23,6.6
2020-05-11T00,3.625
2020-05-11T01,3.025
2020-05-11T02,2.2
2020-05-11T03,1.05
2020-05-11T04,1.225
2020-05-11T05,4.75
2020-05-11T06,12.175
2020-05-11T07,42.45
2020-05-11T08,79.7
2020-05-11T09,27
2020-05-11T10,42.825
2020-05-11T11,8.6
2020-05-11T12,13.6
2020-05-11T13,18.7
2020-05-11T14,14.1
2020-05-11T15,17.725
2020-05-11T16,28.775
2020-05-11T17,37.25
2020-05-11T18,47.4
2020-05-11T19,19.2
2020-05-11T20,99.125
2020-05-11T21,70.4
2020-05-11T22,20.475
2020-05-11T23,9.55
2020-05-12T00,10.475
2020-05-12T01,9.55
2020-05-12T02,6.9
2020-05-12T03,3.575
2020-05-12T04,2.325
2020-05-12T05,5.475
2020-05-12T06,17.5
2020-05-12T07,61.5
2020-05-12T08,104.75
2020-05-12T09,30.15
2020-05-12T10,60.45
2020-05-12T11,13.775
2020-05-12T12,16.175
2020-05-12T13,18.55
2020-05-12T14,13.775
2020-05-12T15,23.45
2020-05-12T16,25.25
2020-05-12T17,54.55
2020-05-12T18,37.6
2020-05-12T19,23.2
2020-05-12T20,111.325
2020-05-12T21,79.725
2020-05-12T22,24
2020-05-12T23,8.25
2020-05-13T00,11.575
2020-05-13T01,12.425
2020-05-13T02,6.225
2020-05-13T03,3.05
2020-05-13T04,2.65
2020-05-13T05,6.3
2020-05-13T06,17.55
2020-05-13T07,58.175
2020-05-13T08,109.475
2020-05-13T09,33.15
2020-05-13T10,62.15
2020-05-13T11,13.85
2020-05-13T12,20.2
2020-05-13T13,18.6
2020-05-13T14,14.925
2020-05-13T15,21.975
2020-05-13T16,28.5
2020-05-13T17,43.775
2020-05-13T18,50.25
2020-05-13T19,22.7
2020-05-13T20,120.1
2020-05-13T21,78.15
2020-05-13T22,23.825
2020-05-13T23,9.325
2020-05-14T00,12.95
2020-05-14T01,12.925
2020-05-14T02,7.025
2020-05-14T03,2.95
2020-05-14T04,1.9
2020-05-14T05,6.075
2020-05-14T06,17.25
2020-05-14T07,61.225
2020-05-14T08,99.925
2020-05-14T09,35.875
2020-05-14T10,59.3
2020-05-14T11,15.475
2020-05-14T12,17.775
2020-05-14T13,20.2
2020-05-14T14,16.325
2020-05-14T15,17.9
2020-05-14T16,29.225
2020-05-14T17,46.85
2020-05-14T18,51.025
2020-05-14T19,20.425
2020-05-14T20,116
2020-05-14T21,85.3
2020-05-14T22,23.775
2020-05-14T23,8.325
2020-05-15T00,14.85
2020-05-15T01,15.075
