date,avg(count)
2020-06-29T03,6.075
2020-06-29T04,3.25
2020-06-29T05,7.2
2020-06-29T06,27.875
2020-06-29T07,108.55
2020-06-29T08,290.925
2020-06-29T09,64
2020-06-29T10,243.65
2020-06-29T11,31.275
2020-06-29T12,29.925
2020-06-29T13,16.5
2020-06-29T14,16.25
2020-06-29T15,21.425
2020-06-29T16,36.15
2020-06-29T17,97.675
2020-06-29T18,164.975
2020-06-29T19,35.725
2020-06-29T20,208.9
2020-06-29T21,118.775
2020-06-29T22,30.35
2020-06-29T23,17.425
2020-06-30T00,37.725
2020-06-30T01,28.2
2020-06-30T02,10.475
2020-06-30T03,6.825
2020-06-30T04,3.05
2020-06-30T05,7.15
2020-06-30T06,32.7
2020-06-30T07,115.15
2020-06-30T08,326.3
2020-06-30T09,68.85
2020-06-30T10,268.75
2020-06-30T11,31.775
2020-06-30T12,34.15
2020-06-30T13,17.525
2020-06-30T14,16.5
2020-06-30T15,20.025
2020-06-30T16,37.075
2020-06-30T17,105.4
2020-06-30T18,182.225
2020-06-30T19,36.575
2020-06-30T20,219.1
2020-06-30T21,126.375
2020-06-30T22,23.05
2020-06-30T23,19.175
2020-07-01T00,45.125
2020-07-01T01,41.35
2020-07-01T02,18.025
2020-07-01T03,9.95
2020-07-01T04,3.475
2020-07-01T05,6.8
2020-07-01T06,26.9
2020-07-01T07,106.85
2020-07-01T08,293.85
2020-07-01T09,68.3
2020-07-01T10,257.175
2020-07-01T11,29.625
2020-07-01T12,40.5
2020-07-01T13,21.525
2020-07-01T14,29.725
2020-07-01T15,18.4
2020-07-01T16,25.75
2020-07-01T17,97.95
2020-07-01T18,192.075
2020-07-01T19,52.025
2020-07-01T20,192.9
2020-07-01T21,121.25
2020-07-01T22,21.85
2020-07-01T23,16.275
2020-07-02T00,42.2
2020-07-02T01,47.975
2020-07-02T02,18.775
2020-07-02T03,9.9
2020-07-02T04,4.25
2020-07-02T05,7.25
2020-07-02T06,26.425
2020-07-02T07,108.325
2020-07-02T08,298.075
2020-07-02T09,83.225
2020-07-02T10,214.75
2020-07-02T11,29.225
2020-07-02T12,42.025
2020-07-02T13,13.125
2020-07-02T14,14.65
2020-07-02T15,19.975
2020-07-02T16,27.975
2020-07-02T17,113.675
2020-07-02T18,141.65
2020-07-02T19,36.625
2020-07-02T20,178.225
2020-07-02T21,116.825
2020-07-02T22,27.625
2020-07-02T23,15.45
2020-07-03T00,37.25
2020-07-03T01,49.35
2020-07-03T02,21.65
2020-07-03T03,13.925
2020-07-03T04,5.4
2020-07-03T05,7.075
2020-07-03T06,25.25
2020-07-03T07,89.75
2020-07-03T08,236.15
2020-07-03T09,57.325
2020-07-03T10,173.65
2020-07-03T11,27
2020-07-03T12,40.5
2020-07-03T13,16.125
2020-07-03T14,14.975
2020-07-03T15,15.825
2020-07-03T16,38.9
2020-07-03T17,84.925
2020-07-03T18,90.375
2020-07-03T19,35.6
2020-07-03T20,129.475
2020-07-03T21,98.75
2020-07-03T22,33.9
2020-07-03T23,16.325
2020-07-04T00,18.675
2020-07-04T01,23.725
2020-07-04T02,20.2
2020-07-04T03,29.875
2020-07-04T04,12.65
2020-07-04T05,5.825
2020-07-04T06,7.775
2020-07-04T07,13.85
2020-07-04T08,28.775
2020-07-04T09,34.575
2020-07-04T10,35.425
2020-07-04T11,29.45
2020-07-04T12,23.075
2020-07-04T13,19.725
2020-07-04T14,19.925
2020-07-04T15,40.975
2020-07-04T16,26.875
2020-07-04T17,14.575
2020-07-04T18,21.85
2020-07-04T19,20.05
2020-07-04T20,59.825
2020-07-04T21,61.625
2020-07-04T22,19.75
2020-07-04T23,15.375
2020-07-05T00,14.475
2020-07-05T01,21.275
2020-07-05T02,16.025
2020-07-05T03,18.65
2020-07-05T04,12.9
2020-07-05T05,6.675
2020-07-05T06,4.7
2020-07-05T07,8.6
2020-07-05T08,17.3
2020-07-05T09,27.875
2020-07-05T10,35.275
2020-07-05T11,30.675
2020-07-05T12,29.825
2020-07-05T13,21.65
2020-07-05T14,17.95
2020-07-05T15,46.125
2020-07-05T16,29
2020-07-05T17,26.25
2020-07-05T18,20.45
2020-07-05T19,29.225
2020-07-05T20,55.85
2020-07-05T21,28.625
2020-07-05T22,22.275
2020-07-05T23,25.4
2020-07-06T00,26.025
2020-07-06T01,17.25
2020-07-06T02,6.8
2020-07-06T03,4.25
2020-07-06T04,1.9
2020-07-06T05,8.275
2020-07-06T06,27.85
2020-07-06T07,100.325
2020-07-06T08,292.25
2020-07-06T09,61.425
2020-07-06T10,259.125
2020-07-06T11,30.8
2020-07-06T12,35.525
2020-07-06T13,14.575
2020-07-06T14,16.6
2020-07-06T15,13.225
2020-07-06T16,27.35
2020-07-06T17,108.025
2020-07-06T18,178.15
2020-07-06T19,40.05
2020-07-06T20,201.95
2020-07-06T21,115.225
2020-07-06T22,32.35
2020-07-06T23,24.85
2020-07-07T00,40.775
2020-07-07T01,23.5
2020-07-07T02,10
2020-07-07T03,6.375
2020-07-07T04,2.675
2020-07-07T05,6.775
2020-07-07T06,32.7
2020-07-07T07,114.25
2020-07-07T08,317.925
2020-07-07T09,69.225
2020-07-07T10,268.55
2020-07-07T11,36.325
2020-07-07T12,36.9
2020-07-07T13,20.175
2020-07-07T14,18.8
2020-07-07T15,16.825
2020-07-07T16,33.025
2020-07-07T17,114.4
2020-07-07T18,196.75
2020-07-07T19,36.675
2020-07-07T20,210
2020-07-07T21,139.15
2020-07-07T22,24
2020-07-07T23,19.7
2020-07-08T00,54.425
2020-07-08T01,49.975
2020-07-08T02,16.775
2020-07-08T03,9.875
2020-07-08T04,4.05
2020-07-08T05,8.3
2020-07-08T06,30.65
2020-07-08T07,109.2
2020-07-08T08,317.025
2020-07-08T09,60.025
2020-07-08T10,273.6
2020-07-08T11,35.5
2020-07-08T12,43.7
2020-07-08T13,22.925
2020-07-08T14,19.375
2020-07-08T15,17.3
2020-07-08T16,31.05
2020-07-08T17,103
2020-07-08T18,183.55
2020-07-08T19,38.275
2020-07-08T20,199.825
2020-07-08T21,136.3
2020-07-08T22,22.25
2020-07-08T23,21.625
2020-07-09T00,52.925
2020-07-09T01,57.575
2020-07-09T02,19.025
2020-07-09T03,11.225
2020-07-09T04,4.725
2020-07-09T05,7.4
2020-07-09T06,29.45
2020-07-09T07,104.875
2020-07-09T08,286.075
2020-07-09T09,64.15
2020-07-09T10,243.475
2020-07-09T11,34.05
2020-07-09T12,35.875
2020-07-09T13,19.225
2020-07-09T14,14.775
2020-07-09T15,14.875
2020-07-09T16,28.2
2020-07-09T17,106.275
2020-07-09T18,162.225
2020-07-09T19,45.4
2020-07-09T20,182.825
2020-07-09T21,121.225
2020-07-09T22,21.775
2020-07-09T23,19.675
2020-07-10T00,40.8
2020-07-10T01,55.95
2020-07-10T02,21.4
2020-07-10T03,17.025
2020-07-10T04,4.525
2020-07-10T05,6.975
2020-07-10T06,21.2
2020-07-10T07,79.1
2020-07-10T08,198.1
2020-07-10T09,41.675
2020-07-10T10,168.025
2020-07-10T11,24.45
2020-07-10T12,34.025
2020-07-10T13,17.875
2020-07-10T14,13.675
2020-07-10T15,15.575
2020-07-10T16,35.325
2020-07-10T17,86.95
2020-07-10T18,70.75
2020-07-10T19,35.85
2020-07-10T20,104.6
2020-07-10T21,77.875
2020-07-10T22,33.7
2020-07-10T23,16
2020-07-11T00,20.95
2020-07-11T01,22.225
2020-07-11T02,14.1
2020-07-11T03,15.525
2020-07-11T04,5.475
2020-07-11T05,5.15
2020-07-11T06,7.275
2020-07-11T07,13.375
2020-07-11T08,27.775
2020-07-11T09,26.05
2020-07-11T10,32.925
2020-07-11T11,20.675
2020-07-11T12,21.125
2020-07-11T13,20.225
2020-07-11T14,21.075
2020-07-11T15,34.8
2020-07-11T16,25.4
2020-07-11T17,21.825
2020-07-11T18,26.75
2020-07-11T19,19.575
2020-07-11T20,47.8
2020-07-11T21,51.175
2020-07-11T22,17.625
2020-07-11T23,15
2020-07-12T00,16.15
2020-07-12T01,22.15
2020-07-12T02,12
2020-07-12T03,14.725
2020-07-12T04,9.3
2020-07-12T05,4.925
2020-07-12T06,5.3
2020-07-12T07,7.375
2020-07-12T08,14.725
2020-07-12T09,26.6
2020-07-12T10,30.1
2020-07-12T11,29.45
2020-07-12T12,23.125
2020-07-12T13,18.25
2020-07-12T14,23
2020-07-12T15,32.925
2020-07-12T16,22.4
2020-07-12T17,19.65
2020-07-12T18,19.875
2020-07-12T19,31.5
2020-07-12T20,40.3
2020-07-12T21,39.9
2020-07-12T22,19.55
2020-07-12T23,22.625
2020-07-13T00,20.55
2020-07-13T01,18.6
2020-07-13T02,7.7
2020-07-13T03,5.525
2020-07-13T04,2.15
2020-07-13T05,7.05
2020-07-13T06,14.5
2020-07-13T07,38.85
2020-07-13T08,102.625
2020-07-13T09,34.025
2020-07-13T10,72.25
2020-07-13T11,18.6
2020-07-13T12,19.25
2020-07-13T13,12.325
2020-07-13T14,17.8
2020-07-13T15,18.975
2020-07-13T16,25.925
2020-07-13T17,41.05
2020-07-13T18,55.825
2020-07-13T19,26.9
2020-07-13T20,73.375
2020-07-13T21,61.9
2020-07-13T22,21.9
2020-07-13T23,18.9
2020-07-14T00,17.1
2020-07-14T01,19.525
2020-07-14T02,11.925
2020-07-14T03,11.775
2020-07-14T04,5.075
2020-07-14T05,3.975
2020-07-14T06,5.625
2020-07-14T07,8.175
2020-07-14T08,18.725
2020-07-14T09,21.65
2020-07-14T10,28.5
2020-07-14T11,18.1
2020-07-14T12,15.1
2020-07-14T13,17.875
2020-07-14T14,19.75
2020-07-14T15,32.4
2020-07-14T16,31.6
2020-07-14T17,22.45
2020-07-14T18,27.5
2020-07-14T19,18.425
2020-07-14T20,33.225
2020-07-14T21,34.975
2020-07-14T22,14.575
2020-07-14T23,26.825
2020-07-15T00,27.5
2020-07-15T01,55.025
2020-07-15T02,16.025
2020-07-15T03,8.925
2020-07-15T04,3.6
2020-07-15T05,6.675
2020-07-15T06,19.2
2020-07-15T07,86
2020-07-15T08,249.55
2020-07-15T09,52.475
2020-07-15T10,222.675
2020-07-15T11,32.9
2020-07-15T12,31.725
2020-07-15T13,14.825
2020-07-15T14,12.925
2020-07-15T15,13.325
2020-07-15T16,23.825
2020-07-15T17,96.75
2020-07-15T18,157.325
2020-07-15T19,32.325
2020-07-15T20,174.175
2020-07-15T21,111.4
2020-07-15T22,23.6
2020-07-15T23,12.3
2020-07-16T00,39.55
2020-07-16T01,27.725
2020-07-16T02,13.4
2020-07-16T03,6.3
2020-07-16T04,2.925
2020-07-16T05,6.6
2020-07-16T06,21.575
2020-07-16T07,81.4
2020-07-16T08,267.7
2020-07-16T09,61.8
2020-07-16T10,237.1
2020-07-16T11,35.575
2020-07-16T12,33.1
2020-07-16T13,12.325
2020-07-16T14,15.225
2020-07-16T15,16.55
2020-07-16T16,25.25
2020-07-16T17,95.3
2020-07-16T18,148.2
2020-07-16T19,33.25
2020-07-16T20,181.9
2020-07-16T21,110.7
2020-07-16T22,22.8
2020-07-16T23,14
2020-07-17T00,33.325
2020-07-17T01,36.6
2020-07-17T02,18.25
2020-07-17T03,8.85
2020-07-17T04,3.7
2020-07-17T05,7.225
2020-07-17T06,20.125
2020-07-17T07,84.325
2020-07-17T08,226
2020-07-17T09,48.15
2020-07-17T10,181.2
2020-07-17T11,29.6
2020-07-17T12,33.425
2020-07-17T13,14.55
2020-07-17T14,13.325
2020-07-17T15,19.6
2020-07-17T16,27.775
2020-07-17T17,97.7
2020-07-17T18,99.325
2020-07-17T19,37.375
2020-07-17T20,124.65
2020-07-17T21,97.75
2020-07-17T22,34.6
2020-07-17T23,13.55
2020-07-18T00,18.075
2020-07-18T01,28.25
2020-07-18T02,19.6
2020-07-18T03,22.05
2020-07-18T04,8.6
2020-07-18T05,4.975
2020-07-18T06,7.775
2020-07-18T07,13.85
2020-07-18T08,26.85
2020-07-18T09,35.625
2020-07-18T10,36.775
2020-07-18T11,28.975
2020-07-18T12,26.825
2020-07-18T13,23.45
2020-07-18T14,21.375
2020-07-18T15,47.75
2020-07-18T16,24.85
2020-07-18T17,19.8
2020-07-18T18,23.3
2020-07-18T19,23.5
2020-07-18T20,55.175
2020-07-18T21,57.2
2020-07-18T22,26.875
2020-07-18T23,13.575
2020-07-19T00,17.15
2020-07-19T01,30
2020-07-19T02,17.975
2020-07-19T03,26.175
2020-07-19T04,11.125
2020-07-19T05,6.2
2020-07-19T06,3.725
2020-07-19T07,9.525
2020-07-19T08,22.125
2020-07-19T09,31.95
2020-07-19T10,38.6
2020-07-19T11,39.525
2020-07-19T12,30.575
2020-07-19T13,25.8
2020-07-19T14,19.825
2020-07-19T15,42.675
2020-07-19T16,33.275
2020-07-19T17,19.125
2020-07-19T18,20.975
2020-07-19T19,23
2020-07-19T20,53.875
2020-07-19T21,41.2
2020-07-19T22,23.1
2020-07-19T23,32.025
2020-07-20T00,29.475
2020-07-20T01,20.55
2020-07-20T02,6.7
2020-07-20T03,5.275
2020-07-20T04,3.05
2020-07-20T05,7.775
2020-07-20T06,24.7
2020-07-20T07,87.125
2020-07-20T08,262.325
2020-07-20T09,48.9
2020-07-20T10,234.6
2020-07-20T11,37.25
2020-07-20T12,28.475
2020-07-20T13,12.925
2020-07-20T14,11.95
2020-07-20T15,14.975
2020-07-20T16,32.4
2020-07-20T17,91.35
2020-07-20T18,174.175
2020-07-20T19,32.325
2020-07-20T20,181.85
2020-07-20T21,113.65
2020-07-20T22,31.7
2020-07-20T23,15.775
2020-07-21T00,44.5
2020-07-21T01,22.3
2020-07-21T02,9.5
2020-07-21T03,4.575
2020-07-21T04,2.35
2020-07-21T05,8.275
2020-07-21T06,25.9
2020-07-21T07,97.375
2020-07-21T08,301.8
2020-07-21T09,56.075
2020-07-21T10,265.8
2020-07-21T11,38.3
2020-07-21T12,36.075
2020-07-21T13,16.85
2020-07-21T14,13.875
2020-07-21T15,13.9
2020-07-21T16,26.65
2020-07-21T17,101.95
2020-07-21T18,189.375
2020-07-21T19,41.175
2020-07-21T20,194.05
2020-07-21T21,126.425
2020-07-21T22,26.15
2020-07-21T23,15.35
2020-07-22T00,51.95
2020-07-22T01,44.4
2020-07-22T02,15.575
2020-07-22T03,7.6
2020-07-22T04,1.975
2020-07-22T05,7.8
2020-07-22T06,24.35
2020-07-22T07,92.85
2020-07-22T08,270.5
2020-07-22T09,55.825
2020-07-22T10,243.325
2020-07-22T11,37.35
2020-07-22T12,37.075
2020-07-22T13,17.35
2020-07-22T14,14.65
2020-07-22T15,17.925
2020-07-22T16,21.475
2020-07-22T17,103.025
2020-07-22T18,180.025
2020-07-22T19,36.675
2020-07-22T20,181.525
2020-07-22T21,124.4
2020-07-22T22,25.05
2020-07-22T23,17.05
2020-07-23T00,48.15
2020-07-23T01,49.075
2020-07-23T02,18.3
2020-07-23T03,8.75
2020-07-23T04,3.275
2020-07-23T05,8.075
2020-07-23T06,23.15
2020-07-23T07,94.625
2020-07-23T08,254.6
2020-07-23T09,59.225
2020-07-23T10,237.225
2020-07-23T11,32.675
2020-07-23T12,36.35
2020-07-23T13,18.2
2020-07-23T14,11.65
2020-07-23T15,17.475
2020-07-23T16,31.85
2020-07-23T17,98.775
2020-07-23T18,160.075
2020-07-23T19,36.675
2020-07-23T20,174.6
2020-07-23T21,115.8
2020-07-23T22,27.1
2020-07-23T23,18.975
2020-07-24T00,47.7
2020-07-24T01,44.8
2020-07-24T02,20.7
2020-07-24T03,11.575
2020-07-24T04,4.2
2020-07-24T05,7.125
2020-07-24T06,20.35
2020-07-24T07,69.2
2020-07-24T08,198.025
2020-07-24T09,38.55
2020-07-24T10,169.85
2020-07-24T11,24.625
2020-07-24T12,28.5
2020-07-24T13,15.525
2020-07-24T14,16.475
2020-07-24T15,17.275
2020-07-24T16,37.55
2020-07-24T17,93.125
2020-07-24T18,80.975
2020-07-24T19,36.625
2020-07-24T20,117.525
2020-07-24T21,91.2
2020-07-24T22,24.525
2020-07-24T23,12.825
2020-07-25T00,14.25
2020-07-25T01,26.525
2020-07-25T02,16.55
2020-07-25T03,20.95
2020-07-25T04,10.7
2020-07-25T05,6.15
2020-07-25T06,5.975
2020-07-25T07,12.375
2020-07-25T08,26.9
2020-07-25T09,29.575
2020-07-25T10,32.45
2020-07-25T11,26.075
2020-07-25T12,30.125
2020-07-25T13,16
2020-07-25T14,21.45
2020-07-25T15,37.9
2020-07-25T16,20.925
2020-07-25T17,19.575
2020-07-25T18,24.75
2020-07-25T19,29.925
2020-07-25T20,45.75
2020-07-25T21,52.125
2020-07-25T22,26.525
2020-07-25T23,10.5
2020-07-26T00,13.5
2020-07-26T01,28.475
2020-07-26T02,8.1
2020-07-26T03,9.425
2020-07-26T04,6.1
2020-07-26T05,5
2020-07-26T06,5.025
2020-07-26T07,6.9
2020-07-26T08,18.95
2020-07-26T09,28.325
2020-07-26T10,33.675
2020-07-26T11,35.175
2020-07-26T12,19.3
2020-07-26T13,18.425
2020-07-26T14,17.425
2020-07-26T15,40.775
2020-07-26T16,33.25
2020-07-26T17,20.325
2020-07-26T18,19.575
2020-07-26T19,33.025
2020-07-26T20,51.625
2020-07-26T21,39.65
2020-07-26T22,19.55
2020-07-26T23,25.375
2020-07-27T00,27.675
2020-07-27T01,16.925
2020-07-27T02,6.625
2020-07-27T03,5.925
2020-07-27T04,2.5
2020-07-27T05,6.725
2020-07-27T06,23.025
2020-07-27T07,81.5
2020-07-27T08,217.45
2020-07-27T09,53.525
2020-07-27T10,210.1
2020-07-27T11,27.525
2020-07-27T12,26.35
2020-07-27T13,14.05
2020-07-27T14,20.375
2020-07-27T15,13.8
2020-07-27T16,28.6
2020-07-27T17,90.975
2020-07-27T18,162.725
2020-07-27T19,32.925
2020-07-27T20,162.6
2020-07-27T21,98.075
2020-07-27T22,23.775
2020-07-27T23,17.375
2020-07-28T00,37.2
2020-07-28T01,25.575
2020-07-28T02,10.125
2020-07-28T03,5.15
2020-07-28T04,3
2020-07-28T05,6.55
2020-07-28T06,24.275
2020-07-28T07,90.325
2020-07-28T08,244.525
2020-07-28T09,55.975
2020-07-28T10,228.575
2020-07-28T11,31.825
2020-07-28T12,31.8
2020-07-28T13,14.9
2020-07-28T14,16.175
2020-07-28T15,20.825
2020-07-28T16,30.725
2020-07-28T17,99.95
2020-07-28T18,170.975
2020-07-28T19,40.975
2020-07-28T20,172.05
2020-07-28T21,108.225
2020-07-28T22,22.05
2020-07-28T23,16.475
2020-07-29T00,41.925
2020-07-29T01,35.5
2020-07-29T02,13.15
2020-07-29T03,6.15
2020-07-29T04,2.55
2020-07-29T05,7.25
2020-07-29T06,23.375
2020-07-29T07,80.675
2020-07-29T08,238.325
2020-07-29T09,49.575
2020-07-29T10,211.95
2020-07-29T11,29.9
2020-07-29T12,31.525
2020-07-29T13,11.875
2020-07-29T14,13.05
2020-07-29T15,14.875
2020-07-29T16,22.9
2020-07-29T17,98.825
2020-07-29T18,165.45
2020-07-29T19,39.9
2020-07-29T20,159.25
2020-07-29T21,110.05
2020-07-29T22,18.575
2020-07-29T23,14.575
2020-07-30T00,46.2
2020-07-30T01,41.95
2020-07-30T02,18.6
2020-07-30T03,9.675
2020-07-30T04,3.8
2020-07-30T05,7.075
2020-07-30T06,21.575
2020-07-30T07,77.95
2020-07-30T08,217.375
2020-07-30T09,48.825
2020-07-30T10,190.575
2020-07-30T11,28.275
2020-07-30T12,31.175
2020-07-30T13,18.675
2020-07-30T14,14.7
2020-07-30T15,12.85
2020-07-30T16,24.4
2020-07-30T17,92.8
2020-07-30T18,129.125
2020-07-30T19,34.075
2020-07-30T20,132.525
2020-07-30T21,99.325
2020-07-30T22,21.65
2020-07-30T23,16.075
2020-07-31T00,33.85
2020-07-31T01,41.375
2020-07-31T02,17.125
2020-07-31T03,13.825
2020-07-31T04,6.05
2020-07-31T05,6.225
2020-07-31T06,20.225
2020-07-31T07,56.325
2020-07-31T08,145.725
2020-07-31T09,38.15
2020-07-31T10,116.6
2020-07-31T11,28.45
2020-07-31T12,24.9
2020-07-31T13,18.825
2020-07-31T14,14.7
2020-07-31T15,10.775
2020-07-31T16,39.35
2020-07-31T17,66.225
2020-07-31T18,33.025
2020-07-31T19,27.6
2020-07-31T20,62.675
2020-07-31T21,59.625
2020-07-31T22,17.7
2020-07-31T23,11.525
2020-08-01T00,10.725
2020-08-01T01,20.625
2020-08-01T02,12.525
2020-08-01T03,14.4
2020-08-01T04,6.9
2020-08-01T05,4.675
2020-08-01T06,7
2020-08-01T07,13.625
2020-08-01T08,18.775
2020-08-01T09,29.4
2020-08-01T10,27.775
2020-08-01T11,21.925
2020-08-01T12,20.875
2020-08-01T13,17.475
2020-08-01T14,15.475
2020-08-01T15,24.325
2020-08-01T16,20.7
2020-08-01T17,19.875
2020-08-01T18,19.3
2020-08-01T19,13.75
2020-08-01T20,43.225
2020-08-01T21,39.3
2020-08-01T22,16.65
2020-08-01T23,12.325
2020-08-02T00,18.3
2020-08-02T01,18.45
2020-08-02T02,14.925
2020-08-02T03,14.35
2020-08-02T04,8.675
2020-08-02T05,4.35
2020-08-02T06,5.125
2020-08-02T07,6.125
2020-08-02T08,19.075
2020-08-02T09,26.175
2020-08-02T10,31.225
2020-08-02T11,24.175
2020-08-02T12,21.775
2020-08-02T13,15.375
2020-08-02T14,22.5
2020-08-02T15,31.275
2020-08-02T16,22.125
2020-08-02T17,18.875
2020-08-02T18,18.95
2020-08-02T19,25.475
2020-08-02T20,39.85
2020-08-02T21,39.925
2020-08-02T22,19.625
2020-08-02T23,23.275
2020-08-03T00,22.75
2020-08-03T01,13.625
2020-08-03T02,5.1
2020-08-03T03,5.25
2020-08-03T04,2.025
2020-08-03T05,7.65
2020-08-03T06,17.85
2020-08-03T07,56.675
2020-08-03T08,146
2020-08-03T09,38.95
2020-08-03T10,131.275
2020-08-03T11,22.3
2020-08-03T12,21.825
2020-08-03T13,11.1
2020-08-03T14,11.775
2020-08-03T15,12.625
2020-08-03T16,20.65
2020-08-03T17,70.9
2020-08-03T18,117.8
2020-08-03T19,51.1
2020-08-03T20,120.85
2020-08-03T21,60.925
2020-08-03T22,16.4
2020-08-03T23,18.05
2020-08-04T00,22.4
2020-08-04T01,15.8
2020-08-04T02,5.95
2020-08-04T03,5.3
2020-08-04T04,2.625
2020-08-04T05,9.25
2020-08-04T06,16.125
2020-08-04T07,63.45
2020-08-04T08,170.1
2020-08-04T09,40.325
2020-08-04T10,152.675
2020-08-04T11,21.05
2020-08-04T12,25.975
2020-08-04T13,11.325
2020-08-04T14,15.925
2020-08-04T15,13.55
2020-08-04T16,24.875
2020-08-04T17,78.675
2020-08-04T18,128.65
2020-08-04T19,49.625
2020-08-04T20,129.3
2020-08-04T21,65.275
2020-08-04T22,18.475
2020-08-04T23,16.675
2020-08-05T00,29.6
2020-08-05T01,27.325
2020-08-05T02,10.925
2020-08-05T03,6.725
2020-08-05T04,3.1
2020-08-05T05,8.35
2020-08-05T06,16.325
2020-08-05T07,63.5
2020-08-05T08,145.65
2020-08-05T09,41.875
2020-08-05T10,135.25
2020-08-05T11,22.6
2020-08-05T12,26.675
2020-08-05T13,13.9
2020-08-05T14,13
2020-08-05T15,15.75
2020-08-05T16,18.95
2020-08-05T17,79.025
2020-08-05T18,115.55
2020-08-05T19,34.75
2020-08-05T20,124.45
2020-08-05T21,64.4
2020-08-05T22,20.075
2020-08-05T23,10.375
2020-08-06T00,39.325
2020-08-06T01,26.025
2020-08-06T02,14.05
2020-08-06T03,7.05
2020-08-06T04,2.35
2020-08-06T05,7.35
2020-08-06T06,16.325
2020-08-06T07,60.15
2020-08-06T08,137.05
2020-08-06T09,32.075
2020-08-06T10,130.05
2020-08-06T11,18.2
2020-08-06T12,23.2
2020-08-06T13,16.3
2020-08-06T14,14.525
2020-08-06T15,14.5
2020-08-06T16,20.775
2020-08-06T17,68.1
2020-08-06T18,101.25
2020-08-06T19,32.425
2020-08-06T20,99
2020-08-06T21,51.9
2020-08-06T22,20.825
2020-08-06T23,13.85
2020-08-07T00,27.325
2020-08-07T01,28.075
2020-08-07T02,12.65
2020-08-07T03,9.6
2020-08-07T04,3.225
2020-08-07T05,6.6
2020-08-07T06,15.7
2020-08-07T07,48.225
2020-08-07T08,94.25
2020-08-07T09,27.3
2020-08-07T10,78.475
2020-08-07T11,17.325
2020-08-07T12,14.85
2020-08-07T13,11.925
2020-08-07T14,10.15
2020-08-07T15,10.275
2020-08-07T16,23.4
2020-08-07T17,51.875
2020-08-07T18,36.45
2020-08-07T19,28.225
2020-08-07T20,46.725
2020-08-07T21,42.15
2020-08-07T22,17.6
2020-08-07T23,10.675
2020-08-08T00,15.075
2020-08-08T01,18.825
2020-08-08T02,13.9
2020-08-08T03,11.9
2020-08-08T04,4.5
2020-08-08T05,4.975
2020-08-08T06,7
2020-08-08T07,10.975
2020-08-08T08,22.925
2020-08-08T09,22.425
2020-08-08T10,22.575
2020-08-08T11,12.325
2020-08-08T12,12.5
2020-08-08T13,13
2020-08-08T14,13.4
2020-08-08T15,9.8
2020-08-08T16,12.825
2020-08-08T17,14.475
2020-08-08T18,15.375
2020-08-08T19,15.55
2020-08-08T20,19.825
2020-08-08T21,22.875
2020-08-08T22,19.35
2020-08-08T23,9.8
2020-08-09T00,12.575
2020-08-09T01,13.875
2020-08-09T02,12.9
2020-08-09T03,10.625
2020-08-09T04,6.55
2020-08-09T05,3.625
2020-08-09T06,5.05
2020-08-09T07,11.775
2020-08-09T08,15.975
2020-08-09T09,17.85
2020-08-09T10,17.25
2020-08-09T11,14
2020-08-09T12,13.025
2020-08-09T13,11.725
2020-08-09T14,11.8
2020-08-09T15,13.175
2020-08-09T16,13.075
2020-08-09T17,11.425
2020-08-09T18,16.775
2020-08-09T19,15
2020-08-09T20,13.075
2020-08-09T21,20.85
2020-08-09T22,11.125
2020-08-09T23,19.3
2020-08-10T00,15.925
2020-08-10T01,12.425
2020-08-10T02,6.625
2020-08-10T03,4.4
2020-08-10T04,2.525
2020-08-10T05,5.375
2020-08-10T06,16.25
2020-08-10T07,50.8
2020-08-10T08,96.6
2020-08-10T09,25.5
2020-08-10T10,86
2020-08-10T11,19.275
2020-08-10T12,12.2
2020-08-10T13,10.5
2020-08-10T14,7.825
2020-08-10T15,10.9
2020-08-10T16,19.275
2020-08-10T17,57.45
2020-08-10T18,74.5
2020-08-10T19,37.575
2020-08-10T20,69.2
2020-08-10T21,40.65
2020-08-10T22,17.725
2020-08-10T23,14
2020-08-11T00,19.85
2020-08-11T01,14.225
2020-08-11T02,7.175
2020-08-11T03,5.5
2020-08-11T04,2.2
2020-08-11T05,7.375
2020-08-11T06,15.625
2020-08-11T07,54.475
2020-08-11T08,110.725
2020-08-11T09,29.075
2020-08-11T10,99.925
2020-08-11T11,13.225
2020-08-11T12,10.25
2020-08-11T13,13.6
2020-08-11T14,12.1
2020-08-11T15,11.4
2020-08-11T16,29.625
2020-08-11T17,32.075
2020-08-11T18,37.625
2020-08-11T19,20.4
2020-08-11T20,52.95
2020-08-11T21,33.95
2020-08-11T22,11.7
2020-08-11T23,13.975
2020-08-12T00,14.75
2020-08-12T01,13.825
2020-08-12T02,8.65
2020-08-12T03,4.175
2020-08-12T04,2.375
2020-08-12T05,6.05
2020-08-12T06,15.025
2020-08-12T07,46.925
2020-08-12T08,98.125
2020-08-12T09,22.225
2020-08-12T10,87
2020-08-12T11,15.95
2020-08-12T12,17.725
2020-08-12T13,13.95
2020-08-12T14,12.225
2020-08-12T15,10.95
2020-08-12T16,20.65
2020-08-12T17,61.9
2020-08-12T18,43.6
2020-08-12T19,55.8
2020-08-12T20,46.7
2020-08-12T21,35.5
2020-08-12T22,16.275
2020-08-12T23,14.625
2020-08-13T00,25.15
2020-08-13T01,20.2
2020-08-13T02,8.175
